,caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn,month,year
552,1971-12-31,0.08788031,0.08648586,0.1089689,0.1066079,526495908.0,500.0,476981042.0,499.0,102.09,0.08617938,12,1971
553,1972-01-31,0.01908811,0.01781397,0.03813903,0.03652547,535658341.0,500.0,526291936.0,498.0,103.94,0.01812126,1,1972
554,1972-02-29,0.03022065,0.02541557,0.02757756,0.02402584,549602845.0,500.0,535660140.0,498.0,106.57,0.02530306,2,1972
555,1972-03-30,0.007315347,0.006132285,0.001280648,-0.0007639214,552973875.0,500.0,549602845.0,499.0,107.2,0.005911607,3,1972
556,1972-04-28,0.005476083,0.004658436,0.004669821,0.003366991,555549856.0,500.0,552973875.0,499.0,107.67,0.004384328,4,1972
557,1972-05-31,0.02201909,0.01676332,0.0009452316,-0.003015026,564940979.0,500.0,555549856.0,499.0,109.53,0.01727501,5,1972
558,1972-06-30,-0.02015636,-0.02137756,-0.03101984,-0.03320836,553085990.0,500.0,564940979.0,499.0,107.14,-0.02182051,6,1972
559,1972-07-31,0.003244872,0.002126155,-0.02022579,-0.02182111,554340684.0,500.0,553085990.0,499.0,107.39,0.002333396,7,1972
560,1972-08-31,0.03942475,0.03464879,0.04100512,0.03707633,573547922.0,500.0,554340684.0,499.0,111.09,0.03445386,8,1972
561,1972-09-29,-0.003276729,-0.00451643,-0.02142778,-0.02355679,576108284.0,500.0,578648894.0,500.0,110.55,-0.004860924,9,1972
562,1972-10-31,0.01087805,0.009502812,0.003160651,0.001256624,581582968.0,500.0,576108284.0,500.0,111.58,0.009317051,10,1972
563,1972-11-30,0.05029678,0.04517315,0.07301424,0.06904057,607854861.0,500.0,581582968.0,500.0,116.67,0.04561749,11,1972
564,1972-12-29,0.0136634,0.0126215,-0.01183941,-0.01391951,626697189.0,500.0,607854861.0,500.0,118.05,0.01182823,12,1972
565,1973-01-31,-0.01675206,-0.0180441,-0.04904346,-0.05056131,615367335.0,500.0,626697189.0,500.0,116.03,-0.01711139,1,1973
566,1973-02-28,-0.03381759,-0.0382286,-0.0480574,-0.05191499,591396738.0,500.0,614899917.0,498.0,111.68,-0.0374903,2,1973
567,1973-03-30,-0.001092867,-0.002088876,-0.01354558,-0.01588904,591285424.0,500.0,592245356.0,499.0,111.52,-0.001432665,3,1973
568,1973-04-30,-0.04006419,-0.04123639,-0.04887161,-0.05066295,567244613.0,500.0,591285424.0,499.0,106.97,-0.04079986,4,1973
569,1973-05-31,-0.0139499,-0.0190021,-0.04689459,-0.05158461,563510443.0,500.0,574385710.0,500.0,104.95,-0.0188838,5,1973
570,1973-06-29,-0.00517758,-0.006522127,-0.02675092,-0.0295483,559852115.0,500.0,563523110.0,500.0,104.26,-0.006574559,6,1973
571,1973-07-31,0.03912793,0.03767948,0.07420564,0.07211465,580990000.0,500.0,559852115.0,500.0,108.22,0.03798197,7,1973
572,1973-08-31,-0.03154424,-0.03650546,-0.02042968,-0.0253767,560143940.0,500.0,581398400.0,500.0,104.25,-0.03668453,8,1973
573,1973-09-28,0.0422186,0.04103829,0.09510218,0.09273496,583169144.0,500.0,560143940.0,500.0,108.43,0.04009592,9,1973
574,1973-10-31,0.0003116323,-0.001560226,0.0003704322,-0.002016422,582331588.0,500.0,583169144.0,500.0,108.29,-0.001291156,10,1973
575,1973-11-30,-0.1072204,-0.1130455,-0.1509223,-0.1559193,517289633.0,500.0,583218586.0,500.0,95.96,-0.1138609,11,1973
576,1973-12-31,0.01797096,0.01653401,0.01021189,0.006804422,526208833.0,500.0,517289633.0,500.0,97.55,0.0165694,12,1973
577,1974-01-31,-0.008120177,-0.009749283,0.07059421,0.0683054,521083068.0,500.0,526208833.0,500.0,96.57,-0.01004613,1,1974
578,1974-02-28,0.001991611,-0.003694865,0.01525001,0.01041864,518891052.0,500.0,520815373.0,500.0,96.22,-0.003624314,2,1974
579,1974-03-29,-0.02181845,-0.02315417,-0.02073863,-0.02406338,507050428.0,500.0,518891052.0,500.0,93.98,-0.02327998,3,1974
580,1974-04-30,-0.03764881,-0.03935947,-0.05449127,-0.05707305,487884371.0,500.0,507925941.0,499.0,90.31,-0.03905086,4,1974
581,1974-05-31,-0.02689626,-0.03312693,-0.0620362,-0.06764324,471498804.0,500.0,487616259.0,500.0,87.28,-0.0335511,5,1974
582,1974-06-28,-0.01281633,-0.01458308,-0.02842841,-0.03231535,464425537.0,500.0,471411977.0,500.0,86.0,-0.01466544,6,1974
583,1974-07-31,-0.07669841,-0.07850039,-0.04801811,-0.05082144,427967948.0,500.0,464425537.0,500.0,79.31,-0.0777907,7,1974
584,1974-08-30,-0.08217748,-0.08973743,-0.08852051,-0.09529027,389555362.0,500.0,427967948.0,500.0,72.15,-0.09027866,8,1974
585,1974-09-30,-0.1175106,-0.1195775,-0.08048277,-0.0850219,342825793.0,500.0,389387600.0,497.0,63.54,-0.1193347,9,1974
586,1974-10-31,0.1681128,0.1648143,0.1365433,0.1325232,402894440.0,500.0,345629814.0,497.0,73.9,0.1630469,10,1974
587,1974-11-29,-0.04568807,-0.05381598,-0.04036614,-0.04810444,382860515.0,500.0,402785522.0,498.0,69.97,-0.05317997,11,1974
588,1974-12-31,-0.01802145,-0.02030511,-0.03457823,-0.03953351,375972948.0,500.0,382860515.0,498.0,68.56,-0.02015149,12,1974
589,1975-01-31,0.1236101,0.1216982,0.2312952,0.2285452,422020102.0,500.0,375972948.0,499.0,76.98,0.1228121,1,1975
590,1975-02-28,0.06746006,0.05949721,0.04710138,0.04046575,448872080.0,500.0,422667956.0,499.0,81.59,0.05988568,2,1975
591,1975-03-31,0.0240141,0.02212189,0.06862934,0.06432479,463043916.0,500.0,448883998.0,500.0,83.36,0.02169384,3,1975
592,1975-04-30,0.04942431,0.04729305,0.04308642,0.04060313,486177403.0,500.0,463000398.0,498.0,87.3,0.04726487,4,1975
593,1975-05-30,0.05119332,0.04479379,0.05903813,0.05310063,509362863.0,500.0,486164474.0,497.0,91.15,0.0441008,5,1975
594,1975-06-30,0.04622024,0.04434164,0.06403149,0.06038584,532701443.0,500.0,509516563.0,498.0,95.19,0.04432255,6,1975
595,1975-07-31,-0.06550443,-0.06755266,-0.05476933,-0.05704919,497053514.0,500.0,532678000.0,498.0,88.75,-0.06765416,7,1975
596,1975-08-29,-0.01566326,-0.02173078,-0.02815705,-0.03328301,486677682.0,500.0,497389785.0,500.0,86.88,-0.02107042,8,1975
597,1975-09-30,-0.0322501,-0.03422604,-0.0355476,-0.03922868,470272460.0,500.0,486628734.0,499.0,83.87,-0.03464549,9,1975
598,1975-10-31,0.06485469,0.06213458,0.04802021,0.04494482,500766658.0,500.0,471147358.0,498.0,89.04,0.06164302,10,1975
599,1975-11-28,0.03008927,0.02399618,0.03528502,0.03044555,513823885.0,500.0,500766658.0,498.0,91.24,0.024708,11,1975
600,1975-12-31,-0.01048495,-0.01229648,-0.002208848,-0.00589128,509814701.0,500.0,515510822.0,497.0,90.19,-0.01150811,12,1975
601,1976-01-30,0.1201426,0.1185449,0.1602531,0.1582499,572928167.0,500.0,511680944.0,499.0,100.86,0.1183058,1,1976
602,1976-02-27,-0.005756495,-0.01161974,0.03571125,0.03124492,568326394.0,500.0,572778846.0,499.0,99.71,-0.01140194,2,1976
603,1976-03-31,0.03264027,0.03078597,0.0193185,0.01583084,587396299.0,500.0,569156843.0,500.0,102.77,0.030689,3,1976
604,1976-04-30,-0.009609919,-0.01069924,-0.008644193,-0.01048677,581613605.0,500.0,587396299.0,500.0,101.64,-0.01099543,4,1976
605,1976-05-28,-0.008116335,-0.01502572,-0.0164608,-0.02127812,574407346.0,500.0,581789258.0,500.0,100.18,-0.01436442,5,1976
606,1976-06-30,0.04395871,0.04215843,0.05409209,0.05059439,599232313.0,500.0,574407346.0,500.0,104.28,0.04092633,6,1976
607,1976-07-30,-0.007201968,-0.008453564,-0.006056312,-0.007535422,623800459.0,500.0,628853584.0,500.0,103.44,-0.008055236,7,1976
608,1976-08-31,0.001598956,-0.004982146,-0.01046566,-0.01554338,621186189.0,500.0,623763543.0,498.0,102.91,-0.005123743,8,1976
609,1976-09-30,0.02442081,0.0226695,0.01987968,0.01685003,636178589.0,500.0,621285071.0,497.0,105.24,0.02264114,9,1976
610,1976-10-29,-0.0202107,-0.02199485,-0.02406396,-0.02609496,621508456.0,500.0,634504278.0,496.0,102.9,-0.02223489,10,1976
611,1976-11-30,-0.001041306,-0.008628035,0.02297633,0.01739569,617346638.0,500.0,621508456.0,497.0,102.1,-0.007774538,11,1976
612,1976-12-31,0.05377466,0.05217047,0.07475128,0.0719557,654696366.0,500.0,618575479.0,500.0,107.46,0.05249755,12,1976
613,1977-01-31,-0.04965418,-0.05116714,-0.03398672,-0.03566332,622113511.0,500.0,654294471.0,500.0,102.03,-0.05053043,1,1977
614,1977-02-28,-0.01563846,-0.02240022,-0.01889429,-0.02364544,609124012.0,500.0,621815892.0,499.0,99.82,-0.0216603,2,1977
615,1977-03-31,-0.01250225,-0.01454772,0.0007569428,-0.002610443,601766122.0,500.0,609013347.0,499.0,98.42,-0.01402525,3,1977
616,1977-04-29,0.0006405998,-0.000502689,0.008244807,0.006640867,602718249.0,500.0,601741133.0,498.0,98.44,0.0002032107,4,1977
617,1977-05-31,-0.01506358,-0.0235407,-0.01398268,-0.01974251,591411644.0,500.0,604361998.0,500.0,96.12,-0.02356766,5,1977
618,1977-06-30,0.04777556,0.04570533,0.05266586,0.04949817,620052333.0,500.0,591604858.0,500.0,100.48,0.04535997,6,1977
619,1977-07-29,-0.01545347,-0.01658949,-0.01761418,-0.01913895,610833966.0,500.0,620052333.0,500.0,98.85,-0.01622213,7,1977
620,1977-08-31,-0.01231035,-0.02022068,-0.01460648,-0.02046378,599095754.0,500.0,610833966.0,500.0,96.77,-0.02104198,8,1977
621,1977-09-30,-0.0008254481,-0.003083684,-0.001939859,-0.005207494,598206381.0,500.0,599095754.0,500.0,96.53,-0.002480107,9,1977
622,1977-10-31,-0.04198449,-0.04386881,-0.03729943,-0.03947447,572127829.0,500.0,598120956.0,499.0,92.34,-0.0434062,10,1977
623,1977-11-30,0.03675163,0.02695326,0.06285992,0.05631667,589218487.0,500.0,572753717.0,500.0,94.83,0.02696556,11,1977
624,1977-12-30,0.005569561,0.003637417,0.001322065,-0.001857862,594481564.0,500.0,589218487.0,500.0,95.1,0.0028472,12,1977
625,1978-01-31,-0.06064264,-0.06261064,-0.05220256,-0.05419646,556967829.0,500.0,594481564.0,500.0,89.25,-0.0615142,1,1978
626,1978-02-28,-0.01626045,-0.02493815,-0.01010615,-0.01639996,543089174.0,500.0,556929640.0,499.0,87.04,-0.0247619,2,1978
627,1978-03-31,0.02692525,0.0243557,0.05285166,0.04919467,556897077.0,500.0,543249852.0,500.0,89.21,0.02493107,3,1978
628,1978-04-28,0.0889641,0.08759298,0.08434609,0.08259483,606128316.0,500.0,556989558.0,499.0,96.83,0.08541644,4,1978
629,1978-05-31,0.01371858,0.004435854,0.0335846,0.02703932,609584310.0,500.0,606760443.0,500.0,97.24,0.004234225,5,1978
630,1978-06-30,-0.01657784,-0.01895287,-0.01213792,-0.01543908,599829769.0,500.0,609532320.0,499.0,95.53,-0.01758536,6,1978
631,1978-07-31,0.05697447,0.05512147,0.06151315,0.05943232,633315847.0,500.0,599922948.0,500.0,100.68,0.05390977,7,1978
632,1978-08-31,0.03364056,0.02556323,0.05055553,0.04474277,650678659.0,500.0,633960942.0,500.0,103.29,0.02592372,8,1978
633,1978-09-29,-0.005162818,-0.007483037,-0.008444898,-0.01150646,646610977.0,500.0,650678659.0,500.0,102.54,-0.00726111,9,1978
634,1978-10-31,-0.08956996,-0.09226924,-0.1327076,-0.1352575,592429103.0,500.0,652176264.0,499.0,93.15,-0.09157402,10,1978
635,1978-11-30,0.02677099,0.01740014,0.02872849,0.02202711,604097848.0,500.0,592919172.0,499.0,94.7,0.01663983,11,1978
636,1978-12-29,0.0166265,0.01426379,0.009072529,0.005321884,615931745.0,500.0,604102222.0,499.0,96.11,0.01488912,12,1978
637,1979-01-31,0.04269684,0.04016067,0.06873769,0.06621137,641065799.0,500.0,615436980.0,496.0,99.93,0.03974612,1,1979
638,1979-02-28,-0.02864929,-0.03695786,-0.03059537,-0.03674902,620259408.0,500.0,643455141.0,498.0,96.28,-0.03652557,2,1979
639,1979-03-30,0.05736068,0.05482477,0.07295195,0.06910099,655684372.0,500.0,621342451.0,499.0,101.59,0.05515164,3,1979
640,1979-04-30,0.004183392,0.002218194,0.01073264,0.0082842,657223904.0,500.0,655684372.0,500.0,101.76,0.001673393,4,1979
641,1979-05-31,-0.01681758,-0.02630284,-0.01293204,-0.01943868,641323529.0,500.0,657774872.0,500.0,99.08,-0.02633648,5,1979
642,1979-06-29,0.04032418,0.03779167,0.05177174,0.04784025,665919027.0,500.0,640969679.0,499.0,102.91,0.03865563,6,1979
643,1979-07-31,0.01205096,0.009736804,0.02732377,0.02476538,673727755.0,500.0,666967533.0,500.0,103.81,0.008745505,7,1979
644,1979-08-31,0.06186535,0.05322217,0.07189661,0.06544217,710875678.0,500.0,673727755.0,500.0,109.32,0.05307774,8,1979
645,1979-09-28,0.001415792,-0.0008719607,-0.0009638594,-0.003895523,710769041.0,500.0,710454638.0,499.0,109.32,0.0,9,1979
646,1979-10-31,-0.06555984,-0.06851736,-0.09144403,-0.09434342,662504340.0,500.0,710969681.0,500.0,101.82,-0.06860593,10,1979
647,1979-11-30,0.05277716,0.04357043,0.06580731,0.05886746,693055996.0,500.0,662504340.0,500.0,106.16,0.04262424,11,1979
648,1979-12-31,0.01834045,0.01589236,0.04035211,0.0363765,707416137.0,500.0,693104358.0,500.0,107.94,0.01676714,12,1979
649,1980-01-31,0.06130831,0.05893501,0.05877611,0.05639481,750494264.0,500.0,708241165.0,500.0,114.16,0.0576246,1,1980
650,1980-02-29,0.002611116,-0.005573667,-0.0316328,-0.0377657,747780101.0,500.0,751589950.0,500.0,113.66,-0.004379818,2,1980
651,1980-03-31,-0.0975184,-0.100096,-0.1057162,-0.1098748,672127528.0,500.0,745613849.0,499.0,102.09,-0.1017948,3,1980
652,1980-04-30,0.04239384,0.03987676,0.04593875,0.04313669,702410163.0,500.0,672309381.0,498.0,106.29,0.04114017,4,1980
653,1980-05-30,0.05555994,0.04665075,0.08139615,0.0745732,736800187.0,500.0,702410163.0,500.0,111.24,0.0465707,5,1980
654,1980-06-30,0.0297216,0.02689508,0.03273004,0.02852895,756854493.0,500.0,736427437.0,499.0,114.24,0.02696872,6,1980
655,1980-07-31,0.06819995,0.06563012,0.09163626,0.08908674,806826712.0,500.0,756854493.0,500.0,121.67,0.06503852,7,1980
656,1980-08-29,0.01345368,0.006030361,0.02690111,0.02101556,812980237.0,500.0,807301092.0,500.0,122.38,0.005835457,8,1980
657,1980-09-30,0.02793479,0.02515516,0.02860006,0.02488564,837757103.0,500.0,811538884.0,497.0,125.46,0.02516751,9,1980
658,1980-10-31,0.01780941,0.01474248,0.008989497,0.00592295,849964314.0,500.0,837831548.0,498.0,127.47,0.01602104,10,1980
659,1980-11-28,0.1099104,0.103015,0.0646862,0.05935867,941031406.0,500.0,850501540.0,498.0,140.52,0.102377,11,1980
660,1980-12-31,-0.0306342,-0.03300576,-0.01107826,-0.01506583,919424016.0,500.0,942000789.0,500.0,135.76,-0.03387418,12,1980
661,1981-01-30,-0.04337039,-0.04503574,-0.01136405,-0.01336618,878958424.0,500.0,919382392.0,499.0,129.55,-0.04574249,1,1981
662,1981-02-27,0.02126667,0.01349164,0.02819225,0.02237892,892332358.0,500.0,880097963.0,500.0,131.27,0.01327673,2,1981
663,1981-03-31,0.03828499,0.03542594,0.08203393,0.07786043,922348296.0,500.0,890072044.0,497.0,136.0,0.03603261,3,1981
664,1981-04-30,-0.02021101,-0.02196691,0.0006608466,-0.001426823,904043755.0,500.0,920737117.0,496.0,132.81,-0.02345588,4,1981
665,1981-05-29,0.006538728,-0.001123944,0.01705058,0.01168825,905985939.0,500.0,907046869.0,499.0,132.59,-0.001656502,5,1981
666,1981-06-30,-0.00825513,-0.01117979,-0.008756608,-0.0127672,900244202.0,500.0,907249007.0,500.0,131.21,-0.01040802,6,1981
667,1981-07-31,0.00071413,-0.0009457822,-0.01761809,-0.01962587,901729014.0,500.0,899505512.0,498.0,130.92,-0.002210198,7,1981
668,1981-08-31,-0.05553978,-0.06365895,-0.06256942,-0.06827412,845474331.0,500.0,899434311.0,496.0,122.79,-0.06209899,8,1981
669,1981-09-30,-0.05046571,-0.05350026,-0.05138027,-0.05558017,799675022.0,500.0,843871369.0,498.0,116.18,-0.05383174,9,1981
670,1981-10-30,0.05211492,0.04869402,0.05878807,0.05566063,839292684.0,500.0,799661527.0,500.0,121.89,0.04914787,10,1981
671,1981-11-30,0.0438269,0.03591775,0.04233834,0.03624735,873879192.0,500.0,838994136.0,499.0,126.35,0.03659037,11,1981
672,1981-12-31,-0.02705885,-0.02974479,-0.01978922,-0.02355728,851316511.0,500.0,872880097.0,500.0,122.55,-0.03007519,12,1981
673,1982-01-29,-0.01536702,-0.01687443,-0.019549,-0.02149842,836871941.0,500.0,851260622.0,500.0,120.4,-0.01754386,1,1982
674,1982-02-26,-0.05044105,-0.05958779,-0.0366218,-0.04284903,786717627.0,500.0,836824161.0,499.0,113.11,-0.06054817,2,1982
675,1982-03-31,-0.00680519,-0.01046301,-0.003248183,-0.008095661,778829619.0,500.0,786339703.0,500.0,111.96,-0.01016709,3,1982
676,1982-04-30,0.04155019,0.04006276,0.0476154,0.04550077,810825172.0,500.0,776067017.0,499.0,116.44,0.04001429,4,1982
677,1982-05-28,-0.02950482,-0.03983362,-0.04397152,-0.05099987,781434082.0,500.0,810825172.0,500.0,111.88,-0.0391618,5,1982
678,1982-06-30,-0.01577948,-0.01893363,-0.007224769,-0.01140115,769665113.0,500.0,779760754.0,498.0,109.61,-0.0202896,6,1982
679,1982-07-30,-0.02019917,-0.02205789,-0.0150975,-0.01726759,743612136.0,500.0,760319904.0,497.0,107.09,-0.0229906,7,1982
680,1982-08-31,0.1274018,0.1166471,0.1293276,0.1217314,841420395.0,500.0,744961686.0,498.0,119.51,0.1159772,8,1982
681,1982-09-30,0.01049643,0.007716885,0.01627501,0.0125056,851212632.0,500.0,842347818.0,499.0,120.42,0.007614425,9,1982
682,1982-10-29,0.1138634,0.1112347,0.1439176,0.141359,947740073.0,500.0,851742198.0,499.0,133.71,0.1103637,10,1982
683,1982-11-30,0.04575405,0.03755433,0.06006078,0.05456768,983365521.0,500.0,947437346.0,500.0,138.54,0.03612295,11,1982
684,1982-12-31,0.01683527,0.01467583,0.0154722,0.0123458,1006322600.0,500.0,981347644.0,500.0,140.64,0.01515808,12,1982
685,1983-01-31,0.03529269,0.03331691,0.03526193,0.03316803,1039979280.0,500.0,1006313380.0,500.0,145.3,0.03313424,1,1983
686,1983-02-28,0.02573252,0.01853856,0.04099158,0.03614367,1056784080.0,500.0,1037790260.0,500.0,148.06,0.01899518,2,1983
687,1983-03-31,0.03546959,0.03245927,0.05142348,0.04800119,1095174060.0,500.0,1058008820.0,500.0,152.96,0.03309469,3,1983
688,1983-04-29,0.07571904,0.07465503,0.06873073,0.06736451,1176235190.0,500.0,1094440010.0,499.0,164.42,0.07492155,4,1983
689,1983-05-31,-0.005686544,-0.01209984,0.02578827,0.02079725,1165217990.0,500.0,1174379240.0,498.0,162.39,-0.01234643,5,1983
690,1983-06-30,0.03697019,0.03371895,0.03163277,0.02880246,1211352890.0,500.0,1164623730.0,499.0,168.11,0.03522385,6,1983
691,1983-07-29,-0.03123796,-0.03232095,-0.02650893,-0.02788855,1174219920.0,500.0,1212294970.0,499.0,162.56,-0.0330141,7,1983
692,1983-08-31,0.01586426,0.009483572,0.004522026,-0.0003508587,1187214840.0,500.0,1173778870.0,499.0,164.4,0.0113189,8,1983
693,1983-09-30,0.01410517,0.0108376,0.02600932,0.02318127,1208335440.0,500.0,1189798660.0,499.0,166.07,0.01015815,9,1983
694,1983-10-31,-0.01310839,-0.01469477,-0.01881588,-0.02063321,1192555910.0,500.0,1209216160.0,500.0,163.55,-0.01517432,10,1983
695,1983-11-30,0.02384629,0.01736311,0.04716945,0.0424115,1214791050.0,500.0,1192555910.0,500.0,166.4,0.01742586,11,1983
696,1983-12-30,-0.005749104,-0.008699151,-0.008630592,-0.01139234,1249077630.0,500.0,1245628870.0,499.0,164.93,-0.008834135,12,1983
697,1984-01-31,-0.003897832,-0.005657363,-0.01390806,-0.0156099,1241600170.0,500.0,1249077630.0,500.0,163.41,-0.009216031,1,1984
698,1984-02-29,-0.03403414,-0.0395051,-0.0474163,-0.05167812,1137430700.0,500.0,1231673040.0,496.0,157.06,-0.03885931,2,1984
699,1984-03-30,0.01729508,0.01371363,0.02252409,0.01923941,1155048730.0,500.0,1140664830.0,499.0,159.18,0.01349803,3,1984
700,1984-04-30,0.006780684,0.0052291,-0.008973048,-0.01072557,1160784230.0,500.0,1154868260.0,498.0,160.05,0.005465511,4,1984
701,1984-05-31,-0.05313084,-0.0595441,-0.05879011,-0.06350654,1094470780.0,500.0,1163827220.0,500.0,150.55,-0.05935645,5,1984
702,1984-06-29,0.02293728,0.01870942,0.03156284,0.02784625,1100459790.0,500.0,1082151670.0,499.0,153.18,0.01746928,6,1984
703,1984-07-31,-0.01376499,-0.01564074,-0.02944176,-0.03138978,1087618390.0,500.0,1104372300.0,500.0,150.66,-0.01645123,7,1984
704,1984-08-31,0.1124383,0.105753,0.1282565,0.1230644,1200703690.0,500.0,1086047540.0,500.0,166.68,0.1063321,8,1984
705,1984-09-28,-6.444877e-05,-0.003291559,0.003490056,0.0005497706,1197100670.0,500.0,1200313560.0,499.0,166.1,-0.003479722,9,1984
706,1984-10-31,0.003331202,0.0002157523,0.0006101212,-0.001619229,1193390380.0,500.0,1192934180.0,500.0,166.09,-6.02047e-05,10,1984
707,1984-11-30,-0.009841028,-0.01494982,-0.003016074,-0.007266354,1173894250.0,500.0,1192782710.0,500.0,163.58,-0.01511229,11,1984
708,1984-12-31,0.0255564,0.0218433,0.02472101,0.02125251,1197609540.0,500.0,1172840990.0,499.0,167.24,0.02237437,12,1984
709,1985-01-31,0.07686759,0.07473667,0.09471975,0.09279003,1285818410.0,500.0,1196414530.0,500.0,179.63,0.07408515,1,1985
710,1985-02-28,0.01416573,0.008886256,0.009789637,0.005876615,1297564690.0,500.0,1286269340.0,500.0,181.19,0.008684518,2,1985
711,1985-03-29,-0.0006355402,-0.00397987,-0.003593388,-0.006655947,1289551970.0,500.0,1296368440.0,499.0,180.66,-0.002925106,3,1985
712,1985-04-30,-0.003704292,-0.005412758,-0.01162257,-0.01332262,1285298480.0,500.0,1291451790.0,500.0,179.83,-0.004594265,4,1985
713,1985-05-31,0.06274016,0.05684736,0.06669513,0.0625221,1353227680.0,500.0,1284835860.0,500.0,189.55,0.05405105,5,1985
714,1985-06-28,0.01606501,0.01292523,0.01450395,0.01159726,1354417850.0,500.0,1336915320.0,500.0,191.85,0.012134,6,1985
715,1985-07-31,-0.003321098,-0.005235306,0.009243064,0.007457313,1347352940.0,500.0,1355121780.0,500.0,190.92,-0.004847537,7,1985
716,1985-08-30,-0.006473218,-0.01187077,-0.008381375,-0.01243704,1329905880.0,500.0,1346366990.0,500.0,188.63,-0.01199455,8,1985
717,1985-09-30,-0.03324806,-0.03619729,-0.04499877,-0.04755045,1276501990.0,500.0,1322691570.0,500.0,182.08,-0.03472406,9,1985
718,1985-10-31,0.04507922,0.04265333,0.04257103,0.04065438,1333602110.0,500.0,1278748340.0,500.0,189.82,0.04250879,10,1985
719,1985-11-29,0.07188655,0.06663039,0.07439722,0.07038559,1410949630.0,500.0,1325172250.0,500.0,202.17,0.06506164,11,1985
720,1985-12-31,0.04815597,0.04515588,0.04353474,0.04081322,1480667030.0,500.0,1409075500.0,500.0,211.28,0.04506109,12,1985
721,1986-01-31,0.004706081,0.002961857,0.01688173,0.0153421,1484606310.0,500.0,1479819170.0,500.0,211.78,0.002366528,1,1986
722,1986-02-28,0.07652467,0.07155587,0.08096609,0.07750896,1589622680.0,500.0,1482508790.0,500.0,226.92,0.07148928,2,1986
723,1986-03-31,0.05583166,0.05332037,0.06039353,0.05804874,1671573890.0,500.0,1588343210.0,499.0,238.9,0.05279393,3,1986
724,1986-04-30,-0.01334756,-0.01505443,-0.0199232,-0.02137959,1642760880.0,500.0,1668204960.0,499.0,235.52,-0.01414818,4,1986
725,1986-05-30,0.05532648,0.05080406,0.05788935,0.05450425,1724749350.0,500.0,1644868210.0,500.0,247.35,0.05022928,5,1986
726,1986-06-30,0.01574429,0.01330999,0.001974276,-0.000148918,1748550190.0,500.0,1718438020.0,499.0,250.84,0.01410956,6,1986
727,1986-07-31,-0.05754146,-0.05937805,-0.07532964,-0.0768183,1652188980.0,500.0,1748786110.0,499.0,236.12,-0.05868283,7,1986
728,1986-08-29,0.07441739,0.07007632,0.07791299,0.07454396,1772686180.0,500.0,1653062200.0,500.0,252.93,0.07119261,8,1986
729,1986-09-30,-0.08324321,-0.08566374,-0.07123961,-0.07314532,1617006670.0,500.0,1768816440.0,500.0,231.32,-0.08543866,9,1986
730,1986-10-31,0.05653818,0.05381256,0.06305785,0.05984485,1700190900.0,500.0,1614313450.0,500.0,243.98,0.05472938,10,1986
731,1986-11-28,0.02487623,0.01971683,0.02238445,0.01821201,1731030070.0,500.0,1697652260.0,500.0,249.22,0.02147717,11,1986
732,1986-12-31,-0.02751269,-0.03017409,-0.03235083,-0.03472759,1673969690.0,500.0,1729530810.0,499.0,242.17,-0.02828826,12,1986
733,1987-01-30,0.1351829,0.133724,0.1410735,0.1397692,1903806490.0,500.0,1675204730.0,500.0,274.08,0.1317669,1,1987
734,1987-02-27,0.04177783,0.03784491,0.05927458,0.05659835,1974781120.0,500.0,1902489610.0,500.0,284.2,0.03692353,2,1987
735,1987-03-31,0.02633555,0.02383243,0.01991027,0.01772687,2023149540.0,500.0,1973485700.0,500.0,291.7,0.02638987,3,1987
736,1987-04-30,-0.009045131,-0.01109327,-0.01261648,-0.01532069,2004505370.0,500.0,2024964530.0,499.0,288.36,-0.01145012,4,1987
737,1987-05-29,0.009127937,0.005199187,0.01278747,0.01001065,2014116250.0,500.0,2004326900.0,500.0,290.1,0.006034124,5,1987
738,1987-06-30,0.05013973,0.04765421,0.04400729,0.0417145,2103716950.0,500.0,1996845210.0,498.0,304.0,0.04791451,6,1987
739,1987-07-31,0.04984322,0.04788278,0.06525525,0.06281494,2204747480.0,500.0,2104418890.0,499.0,318.66,0.04822369,7,1987
740,1987-08-31,0.03910841,0.03544075,0.02941714,0.02663918,2291539780.0,500.0,2208870660.0,499.0,329.8,0.03495889,8,1987
741,1987-09-30,-0.02193975,-0.02407895,-0.01637768,-0.01861274,2241474230.0,500.0,2290786440.0,500.0,321.83,-0.02416616,9,1987
742,1987-10-30,-0.2157952,-0.2179442,-0.2560701,-0.2577809,1752282500.0,500.0,2240564260.0,500.0,251.79,-0.2176304,10,1987
743,1987-11-30,-0.08187361,-0.08654083,-0.06228333,-0.06598302,1600625140.0,500.0,1752282500.0,500.0,230.3,-0.0853489,11,1987
744,1987-12-31,0.07392224,0.07102519,0.09468739,0.09194403,1711657220.0,500.0,1596889640.0,500.0,247.08,0.07286149,12,1987
745,1988-01-29,0.04271249,0.04108625,0.05007459,0.04866578,1779388160.0,500.0,1711657220.0,500.0,257.07,0.04043225,1,1988
746,1988-02-29,0.04744497,0.04057359,0.07535141,0.07055391,1849150230.0,500.0,1777094100.0,500.0,267.82,0.0418174,2,1988
747,1988-03-31,-0.03084741,-0.03336823,-0.007630229,-0.009888981,1783600710.0,500.0,1849536510.0,500.0,258.89,-0.03334329,3,1988
