,caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn,month,year
353,1955-05-31,0.006432674,-0.001080876,0.01206597,0.006198463,59515827.1,91.0,59609412.8,91.0,37.91,-0.001317176,5,1955
354,1955-06-30,0.08129992,0.07993025,0.04023066,0.03696457,64288556.8,91.0,59515827.1,91.0,41.03,0.08230019,6,1955
355,1955-07-29,0.05764594,0.05706841,0.007444183,0.005972493,68016870.2,91.0,64288556.8,91.0,43.52,0.0606873,7,1955
356,1955-08-31,-0.0006481411,-0.008313159,0.004281509,-0.001446634,67451435.1,91.0,68016870.2,91.0,43.18,-0.0078125,8,1955
357,1955-09-30,0.01128601,0.01011675,-0.01993959,-0.0227094,68133842.9,91.0,67451435.1,91.0,43.67,0.01134785,9,1955
358,1955-10-31,-0.03046827,-0.03099978,-0.02950867,-0.03103237,66027250.5,91.0,68133842.9,91.0,42.34,-0.03045569,10,1955
359,1955-11-30,0.08782523,0.07512401,0.06965831,0.06062413,71047278.1,91.0,66027250.5,91.0,45.51,0.0748701,11,1955
360,1955-12-30,-0.0003091372,-0.001685318,0.007020262,0.004090889,71347306.6,91.0,71047278.1,91.0,45.48,-0.0006591958,12,1955
361,1956-01-31,-0.03505653,-0.03627932,-0.0292816,-0.03112043,68758875.2,91.0,71347306.6,91.0,43.82,-0.03649956,1,1956
362,1956-02-29,0.04139738,0.03445795,0.03564847,0.02936551,71164930.1,91.0,68758875.2,91.0,45.34,0.03468736,2,1956
363,1956-03-29,0.07032814,0.06922571,0.05773842,0.05431654,76102491.9,91.0,71164930.1,91.0,48.48,0.06925453,3,1956
364,1956-04-30,-0.0006366379,-0.001424812,-0.00667156,-0.008259048,75994060.1,91.0,76102491.9,91.0,48.38,-0.002062706,4,1956
365,1956-05-31,-0.05841355,-0.06597625,-0.04533945,-0.05148976,70980257.6,91.0,75994060.1,91.0,45.2,-0.06572964,5,1956
366,1956-06-29,0.03890974,0.03776236,0.0250998,0.02232125,73660638.9,91.0,70980257.6,91.0,46.97,0.03915929,6,1956
367,1956-07-31,0.05142733,0.0506185,0.03961443,0.03792268,77389230.1,91.0,73660638.9,91.0,49.39,0.05152225,7,1956
368,1956-08-31,-0.03278799,-0.03997606,-0.0317429,-0.03739685,74291102.4,91.0,77389230.1,91.0,47.51,-0.03806439,8,1956
369,1956-09-28,-0.04402242,-0.04512716,-0.04315891,-0.04611675,70967696.4,91.0,74291102.4,91.0,45.35,-0.04546411,9,1956
370,1956-10-31,0.006619321,0.005297669,0.004705844,0.002011433,71343659.8,91.0,70967696.4,91.0,45.58,0.005071665,10,1956
371,1956-11-30,-0.001920893,-0.01116051,-0.002675962,-0.00987996,70545824.2,91.0,71343659.8,91.0,45.08,-0.01096972,11,1956
372,1956-12-31,0.03628394,0.0344421,0.02614272,0.02189258,73906764.0,91.0,70545824.2,91.0,46.67,0.03527063,12,1956
373,1957-01-31,-0.0402375,-0.04156917,-0.007459185,-0.009516008,70834520.5,91.0,73906764.0,91.0,44.72,-0.04178273,1,1957
374,1957-02-28,-0.02491906,-0.03282308,-0.02702742,-0.03357368,68532508.9,91.0,70834520.5,91.0,43.26,-0.03264758,2,1957
375,1957-03-29,0.02382658,0.02075215,0.02172942,0.01748529,175073435.0,499.0,171413672.0,498.0,44.11,0.01964864,3,1957
376,1957-04-30,0.04653791,0.04521464,0.02839302,0.02641131,183265643.0,499.0,175073435.0,498.0,45.74,0.03695307,4,1957
377,1957-05-31,0.0387337,0.03320787,0.02392484,0.01851084,189586695.0,499.0,183265643.0,498.0,47.43,0.03694797,5,1957
378,1957-06-28,-0.0007048948,-0.003632276,-0.00786477,-0.01163189,188909079.0,499.0,189531565.0,497.0,47.37,-0.001265022,6,1957
379,1957-07-31,0.009747137,0.00821702,0.002362367,0.0002951209,190769088.0,499.0,189214298.0,498.0,47.91,0.01139962,7,1957
380,1957-08-30,-0.04899788,-0.05417807,-0.05108425,-0.05616026,180877800.0,499.0,191089378.0,498.0,45.22,-0.05614694,8,1957
381,1957-09-30,-0.05787916,-0.0606091,-0.04928421,-0.05381073,169918270.0,499.0,180877800.0,498.0,42.42,-0.0619195,9,1957
382,1957-10-31,-0.03883353,-0.04054895,-0.05562357,-0.05840224,162970714.0,499.0,169859825.0,497.0,41.06,-0.03206035,10,1957
383,1957-11-29,0.02370314,0.01648315,0.02387283,0.01742553,165962567.0,499.0,162970714.0,497.0,41.72,0.01607404,11,1957
384,1957-12-31,-0.03742183,-0.04102089,-0.04802167,-0.05339357,161687382.0,499.0,165742188.0,496.0,39.99,-0.04146692,12,1957
385,1958-01-31,0.045518,0.04433006,0.09978859,0.09782076,169531992.0,499.0,162268458.0,497.0,41.7,0.04276069,1,1958
386,1958-02-28,-0.01410921,-0.02028774,-0.0113246,-0.01661717,166267488.0,499.0,169710492.0,498.0,40.84,-0.0206235,2,1958
387,1958-03-31,0.03305175,0.02973584,0.03906125,0.03459889,171224460.0,499.0,166266541.0,498.0,42.1,0.03085211,3,1958
388,1958-04-30,0.03351093,0.03203845,0.03317899,0.03110381,177092196.0,499.0,171580020.0,498.0,43.44,0.03182898,4,1958
389,1958-05-29,0.02131275,0.01550259,0.03451165,0.02986292,179834278.0,499.0,177092196.0,498.0,44.09,0.01496317,5,1958
390,1958-06-30,0.02799821,0.02489705,0.02675758,0.02280523,184791790.0,500.0,180259708.0,499.0,45.24,0.02608301,6,1958
391,1958-07-31,0.04396016,0.04241763,0.05677934,0.05498082,192642259.0,500.0,184791790.0,499.0,47.19,0.04310345,7,1958
392,1958-08-29,0.01799936,0.01327039,0.02899014,0.02485118,195204709.0,500.0,192642259.0,499.0,47.75,0.01186692,8,1958
393,1958-09-30,0.05083685,0.04795395,0.05374527,0.05003829,204544758.0,500.0,195169789.0,499.0,50.06,0.04837696,9,1958
394,1958-10-31,0.02736979,0.02587776,0.0280648,0.02613041,209882747.0,500.0,204544758.0,499.0,51.33,0.02536956,10,1958
395,1958-11-28,0.02861704,0.02338523,0.03904096,0.03463551,214960657.0,500.0,209882747.0,499.0,52.48,0.02240405,11,1958
396,1958-12-31,0.05411247,0.05143195,0.0397549,0.03600462,231623360.0,500.0,214826303.0,498.0,55.21,0.05201982,12,1958
397,1959-01-30,0.006330619,0.005395496,0.03337754,0.03203813,232856525.0,500.0,231623360.0,499.0,55.42,0.003803659,1,1959
398,1959-02-27,0.006710982,0.002209749,0.02442707,0.02070766,233347822.0,500.0,232805527.0,499.0,55.41,-0.0001804403,2,1959
399,1959-03-31,0.003351537,0.0008263672,0.005580302,0.002336353,233737557.0,500.0,233547742.0,499.0,55.44,0.0005414185,3,1959
400,1959-04-30,0.04005445,0.03909328,0.02859265,0.0272485,243117559.0,500.0,233931382.0,499.0,57.59,0.03878066,4,1959
401,1959-05-29,0.0236306,0.01904254,0.01215958,0.008451222,247835545.0,500.0,243151639.0,499.0,58.68,0.0189269,5,1959
402,1959-06-30,-0.0007253099,-0.003195761,0.006939268,0.00383694,247095804.0,500.0,247835545.0,499.0,58.47,-0.003578732,6,1959
403,1959-07-31,0.03450426,0.03351405,0.02802299,0.02672657,255413171.0,500.0,247114819.0,499.0,60.51,0.03488969,7,1959
404,1959-08-31,-0.01107563,-0.01517913,-0.01461342,-0.01819436,251535770.0,500.0,255413171.0,499.0,59.6,-0.01503884,8,1959
405,1959-09-30,-0.04318153,-0.04558611,-0.0409541,-0.04478347,240069254.0,500.0,251535770.0,499.0,56.88,-0.04563759,9,1959
406,1959-10-30,0.01257382,0.01143616,0.01301133,0.01122562,242842114.0,500.0,240069254.0,499.0,57.52,0.01125176,10,1959
407,1959-11-30,0.018486,0.01311373,0.01551993,0.01094656,246037920.0,500.0,242842114.0,499.0,58.28,0.0132128,11,1959
408,1959-12-31,0.02962724,0.02691102,0.01753709,0.01365828,256068996.0,500.0,245912974.0,499.0,59.89,0.02762526,12,1959
409,1960-01-29,-0.06993341,-0.07083485,-0.04908747,-0.05033559,237925278.0,500.0,256068996.0,499.0,55.61,-0.07146435,1,1960
410,1960-02-29,0.01392162,0.009129155,0.007490265,0.003340067,240269700.0,500.0,237979352.0,499.0,56.12,0.009171013,2,1960
411,1960-03-31,-0.01256564,-0.01523816,-0.02578352,-0.02959036,236713548.0,500.0,240376336.0,499.0,55.34,-0.01389879,3,1960
412,1960-04-29,-0.01611259,-0.01709707,-0.0159022,-0.01728886,232699355.0,500.0,236732944.0,499.0,54.37,-0.01752801,4,1960
413,1960-05-31,0.03351326,0.02831233,0.02584203,0.02090657,239287611.0,500.0,232699355.0,499.0,55.83,0.02685304,5,1960
414,1960-06-30,0.02180181,0.01913309,0.02011867,0.01678371,243810156.0,500.0,239232889.0,498.0,56.92,0.01952355,6,1960
415,1960-07-29,-0.02294826,-0.02381283,-0.01861167,-0.01992839,238290809.0,500.0,243806117.0,498.0,55.51,-0.02477161,7,1960
416,1960-08-31,0.03146667,0.02619685,0.03403322,0.02871393,244168450.0,500.0,237935302.0,498.0,56.96,0.02612142,8,1960
417,1960-09-30,-0.05871278,-0.0609199,-0.06056046,-0.06338324,229638856.0,500.0,244168450.0,498.0,53.52,-0.06039326,9,1960
418,1960-10-31,-0.00107899,-0.002407106,-0.01149031,-0.01309117,229776734.0,500.0,230331128.0,499.0,53.39,-0.002428998,10,1960
419,1960-11-30,0.04608094,0.03997704,0.04731948,0.04137309,238962494.0,500.0,229776734.0,499.0,55.54,0.04026971,11,1960
420,1960-12-30,0.04883853,0.0465965,0.0390621,0.03614259,253558721.0,500.0,239568204.0,498.0,58.11,0.04627296,12,1960
421,1961-01-31,0.06432018,0.06318068,0.07833023,0.07685404,270248746.0,500.0,253991261.0,498.0,61.78,0.06315608,1,1961
422,1961-02-28,0.03283833,0.02861226,0.05607823,0.05191764,278269968.0,500.0,270529494.0,499.0,63.44,0.02686954,2,1961
423,1961-03-30,0.02934485,0.02705098,0.03592663,0.03284344,286809920.0,500.0,278269968.0,499.0,65.06,0.02553594,3,1961
424,1961-04-28,0.004537022,0.0038432,0.0006842592,-0.0003236971,288418242.0,500.0,287317349.0,499.0,65.31,0.003842607,4,1961
425,1961-05-31,0.02355325,0.01892378,0.0431805,0.03879358,293874352.0,500.0,288418242.0,499.0,66.56,0.01913949,5,1961
426,1961-06-30,-0.0266733,-0.02872517,-0.0363056,-0.03892579,285135807.0,500.0,293505196.0,495.0,64.64,-0.02884615,6,1961
427,1961-07-31,0.03379508,0.03311885,0.01799554,0.01697367,295089111.0,500.0,285094627.0,493.0,66.76,0.03279703,7,1961
428,1961-08-31,0.0247304,0.01951054,0.0279192,0.02349054,301012696.0,500.0,295245653.0,498.0,68.07,0.01962253,8,1961
429,1961-09-29,-0.0186736,-0.0198772,-0.02548532,-0.02765365,294878862.0,500.0,301060033.0,499.0,66.73,-0.01968562,9,1961
430,1961-10-31,0.0281745,0.02679119,0.02291371,0.0215946,302878718.0,500.0,294960419.0,499.0,68.62,0.02832309,10,1961
431,1961-11-30,0.04522641,0.03932381,0.04119597,0.03666218,314786791.0,500.0,302878718.0,499.0,71.32,0.03934713,11,1961
432,1961-12-29,0.004696086,0.003465475,-0.001532028,-0.00392384,317326998.0,500.0,314672982.0,498.0,71.55,0.003224902,12,1961
433,1962-01-31,-0.03735615,-0.03869213,-0.01256048,-0.01385791,305005515.0,500.0,317279272.0,499.0,68.84,-0.03787561,1,1962
434,1962-02-28,0.02059242,0.01614705,0.01428423,0.01045142,310141559.0,500.0,305213190.0,499.0,69.96,0.01626961,2,1962
435,1962-03-30,-0.003842326,-0.005137174,-0.008335058,-0.01076659,308573699.0,500.0,310141559.0,499.0,69.55,-0.005860492,3,1962
436,1962-04-30,-0.06174273,-0.06244287,-0.06739257,-0.06837275,289255920.0,500.0,308532642.0,499.0,65.24,-0.06196981,4,1962
437,1962-05-31,-0.07984651,-0.08549944,-0.08942579,-0.09390208,264607353.0,500.0,289255920.0,499.0,59.63,-0.08599019,5,1962
438,1962-06-29,-0.08066863,-0.08222245,-0.08122887,-0.08408602,241772462.0,500.0,264607353.0,500.0,54.75,-0.081838,6,1962
439,1962-07-31,0.06520287,0.06396904,0.0579165,0.05646134,257692032.0,500.0,241772462.0,500.0,58.23,0.06356164,7,1962
440,1962-08-31,0.02166926,0.01580256,0.0218858,0.01703955,261764246.0,500.0,257692032.0,500.0,59.12,0.01528422,8,1962
441,1962-09-28,-0.04881619,-0.05025863,-0.05849054,-0.06118849,248485009.0,500.0,261634423.0,500.0,56.27,-0.04820704,9,1962
442,1962-10-31,0.008313405,0.006404809,-0.008515781,-0.01046353,247015623.0,500.0,245575079.0,500.0,56.52,0.004442865,10,1962
443,1962-11-30,0.1082679,0.1005281,0.132839,0.1272462,271847651.0,500.0,247015623.0,500.0,62.26,0.101557,11,1962
444,1962-12-31,0.01553401,0.01403953,-0.003740514,-0.006832879,276107192.0,500.0,271829963.0,499.0,63.1,0.01349181,12,1962
445,1963-01-31,0.0503674,0.04895679,0.07353335,0.07209758,289613552.0,500.0,276094041.0,500.0,66.2,0.04912837,1,1963
446,1963-02-28,-0.02418855,-0.0291635,-0.01352909,-0.01770606,281167476.0,500.0,289613552.0,500.0,64.29,-0.02885196,2,1963
447,1963-03-29,0.03658064,0.03515605,0.02448293,0.02163645,290465116.0,500.0,280367186.0,499.0,66.57,0.0354643,3,1963
448,1963-04-30,0.04907038,0.04817699,0.04560051,0.04440871,304458174.0,500.0,290465116.0,500.0,69.8,0.04852035,4,1963
449,1963-05-31,0.01967439,0.01384408,0.0325771,0.02816311,308673092.0,500.0,304458174.0,500.0,70.8,0.01432665,5,1963
450,1963-06-28,-0.0186046,-0.01980618,-0.01507746,-0.01748222,302462150.0,500.0,308573333.0,500.0,69.37,-0.02019774,6,1963
451,1963-07-31,-0.001821279,-0.003130668,-0.01136101,-0.012758,301532454.0,500.0,302462150.0,500.0,69.13,-0.003459709,7,1963
452,1963-08-30,0.05346561,0.04849586,0.05798696,0.05371768,316373470.0,500.0,301743169.0,500.0,72.5,0.04874874,8,1963
453,1963-09-30,-0.01040226,-0.01157905,-0.01951839,-0.02191007,313426910.0,500.0,317098598.0,500.0,71.7,-0.01103448,9,1963
454,1963-10-31,0.03482518,0.03329021,0.0262468,0.02463931,323947532.0,500.0,313452264.0,500.0,74.01,0.03221757,10,1963
455,1963-11-29,-0.004487415,-0.01108524,-0.004266765,-0.008521337,318999989.0,500.0,323917686.0,499.0,73.23,-0.01053912,11,1963
456,1963-12-31,0.02606457,0.02465051,0.01725873,0.01392803,329238709.0,500.0,318003405.0,497.0,75.02,0.02444353,12,1963
457,1964-01-31,0.02739125,0.02637276,0.01984294,0.01857893,341009401.0,500.0,329840568.0,498.0,77.04,0.02692615,1,1964
458,1964-02-28,0.01701474,0.01217138,0.02821495,0.02423486,348203324.0,500.0,342870216.0,500.0,77.8,0.009865006,2,1964
459,1964-03-31,0.01723242,0.01581381,0.03272576,0.02999119,353709735.0,500.0,348203324.0,500.0,78.98,0.01516709,3,1964
460,1964-04-30,0.006191969,0.005297293,0.002202508,0.0009053695,355705632.0,500.0,353597326.0,499.0,79.46,0.006077488,4,1964
461,1964-05-28,0.0168145,0.01145964,0.01807898,0.01418543,359801369.0,500.0,355724894.0,500.0,80.37,0.0114523,5,1964
462,1964-06-30,0.01808382,0.016779,0.0203676,0.01771529,365346540.0,500.0,359253948.0,499.0,81.69,0.01642404,6,1964
463,1964-07-31,0.01890991,0.01795314,0.02431621,0.02295377,372525505.0,500.0,365381839.0,499.0,83.18,0.01823969,7,1964
464,1964-08-31,-0.01162088,-0.01628531,-0.008928694,-0.01255366,366458810.0,500.0,372525505.0,500.0,81.83,-0.01622986,8,1964
465,1964-09-30,0.03039862,0.02902217,0.03431449,0.03139677,377169726.0,500.0,366492067.0,500.0,84.18,0.02871807,9,1964
466,1964-10-30,0.008745072,0.007565858,0.01629267,0.01489464,380515724.0,500.0,377658408.0,500.0,84.86,0.008077928,10,1964
467,1964-11-30,0.001598086,-0.004587761,-0.0002243158,-0.004292504,376545164.0,500.0,380515724.0,500.0,84.42,-0.00518501,11,1964
468,1964-12-31,0.005228301,0.00380295,-0.00807608,-0.01120191,382043530.0,500.0,376545164.0,500.0,84.75,0.003909026,12,1964
469,1965-01-29,0.03479072,0.03383692,0.05664248,0.05545243,395720841.0,500.0,382744572.0,500.0,87.56,0.03315634,1,1965
470,1965-02-26,0.003745856,-0.0008526979,0.02517413,0.02134238,395333720.0,500.0,395650685.0,498.0,87.43,-0.001484696,2,1965
471,1965-03-31,-0.01221273,-0.01368467,0.001845661,-0.0009009059,390352723.0,500.0,395771034.0,499.0,86.16,-0.01452591,3,1965
472,1965-04-30,0.0356124,0.03476903,0.03163764,0.03048958,404184764.0,500.0,390352723.0,500.0,89.11,0.03423863,4,1965
473,1965-05-28,-0.003121756,-0.008353901,-0.006473417,-0.01030837,400798168.0,500.0,404184764.0,500.0,88.42,-0.007743238,5,1965
474,1965-06-30,-0.04688008,-0.04836694,-0.06764067,-0.07033576,381776600.0,500.0,401185245.0,500.0,84.12,-0.04863153,6,1965
475,1965-07-30,0.01448633,0.01367823,0.02459469,0.02333426,387024297.0,500.0,381776600.0,500.0,85.25,0.01343319,7,1965
476,1965-08-31,0.02756043,0.02247344,0.04212056,0.03782499,395722071.0,500.0,387024297.0,500.0,87.17,0.022522,8,1965
477,1965-09-30,0.03336617,0.03203359,0.03038,0.02789697,408447923.0,500.0,395754812.0,500.0,89.96,0.03200642,9,1965
478,1965-10-29,0.02881249,0.02773661,0.03907643,0.03768156,420159232.0,500.0,408812374.0,500.0,92.42,0.02734549,10,1965
479,1965-11-30,-0.003820634,-0.01030558,0.02035691,0.01571608,415845919.0,500.0,420162891.0,500.0,91.61,-0.008764337,11,1965
480,1965-12-31,0.01034912,0.009058545,0.0280254,0.02553251,423333782.0,500.0,415800188.0,499.0,92.43,0.008950988,12,1965
481,1966-01-31,0.005704578,0.004874345,0.03410316,0.03299859,425748149.0,500.0,423333445.0,499.0,92.88,0.004868549,1,1966
482,1966-02-28,-0.01275037,-0.01754806,0.003273515,-0.0004439951,418310384.0,500.0,425748149.0,500.0,91.22,-0.01787252,2,1966
483,1966-03-31,-0.02304093,-0.02460785,-0.02386808,-0.02659814,408117420.0,500.0,418310384.0,500.0,89.23,-0.02181539,3,1966
484,1966-04-29,0.02215781,0.02124983,0.02506362,0.02388445,416599135.0,500.0,407930688.0,499.0,91.06,0.0205088,4,1966
485,1966-05-31,-0.04913987,-0.054645,-0.06731027,-0.07151698,394455866.0,500.0,417005608.0,499.0,86.13,-0.05414013,5,1966
486,1966-06-30,-0.01438045,-0.01590415,-0.01059305,-0.01331804,388660306.0,500.0,394433324.0,500.0,84.74,-0.0161384,6,1966
487,1966-07-29,-0.01212898,-0.01303882,-0.01202978,-0.01325451,383490284.0,500.0,388660306.0,500.0,83.6,-0.01345291,7,1966
488,1966-08-31,-0.07165026,-0.07748742,-0.0867385,-0.09172285,353773060.0,500.0,383490284.0,500.0,77.1,-0.0777512,8,1966
489,1966-09-30,-0.006243986,-0.007692068,-0.01321909,-0.01599902,350550909.0,500.0,353213086.0,500.0,76.56,-0.007003891,9,1966
490,1966-10-31,0.04833277,0.04724443,0.02587651,0.02421676,367237695.0,500.0,350670479.0,500.0,80.2,0.04754441,10,1966
491,1966-11-30,0.01122258,0.003740994,0.02914846,0.02290203,368733667.0,500.0,367237695.0,500.0,80.45,0.003117207,11,1966
492,1966-12-30,0.0003259786,-0.001088723,0.01224333,0.009408426,372363869.0,500.0,369621207.0,500.0,80.33,-0.00149161,12,1966
493,1967-01-31,0.07921493,0.07772315,0.1239854,0.1222609,401305139.0,500.0,372363869.0,500.0,86.61,0.07817752,1,1967
494,1967-02-28,0.007513953,0.002419511,0.009006167,0.00464191,402304139.0,500.0,401333063.0,500.0,86.78,0.001962822,2,1967
495,1967-03-31,0.04113664,0.03954358,0.05055822,0.04774301,418212081.0,500.0,402304139.0,500.0,90.2,0.03941,3,1967
496,1967-04-28,0.04337092,0.04254435,0.03767567,0.03648354,436290712.0,500.0,418494922.0,500.0,94.01,0.04223947,4,1967
497,1967-05-31,-0.04680979,-0.0523141,-0.02849442,-0.0332269,416746784.0,500.0,439782345.0,500.0,89.08,-0.05244123,5,1967
498,1967-06-30,0.01931877,0.01801526,0.03653646,0.0340474,424489155.0,500.0,416844210.0,500.0,90.64,0.01751235,6,1967
499,1967-07-31,0.04645398,0.04562341,0.06756113,0.06629591,443352887.0,500.0,423964182.0,499.0,94.75,0.04534422,7,1967
500,1967-08-31,-0.006824153,-0.01219689,0.004667257,0.0003580249,438076799.0,500.0,443495732.0,499.0,93.64,-0.01171504,8,1967
501,1967-09-29,0.03381473,0.03259689,0.02620663,0.02387518,452224639.0,500.0,437391833.0,498.0,96.71,0.03278514,9,1967
502,1967-10-31,-0.02744766,-0.0287009,-0.04952056,-0.05107757,439871866.0,500.0,452389733.0,499.0,93.9,-0.02905594,10,1967
503,1967-11-30,0.006434961,0.0005333822,-0.0004458865,-0.005119986,440401932.0,500.0,440167631.0,500.0,94.0,0.001064963,11,1967
504,1967-12-29,0.02707942,0.02585744,0.04537592,0.04295477,458595138.0,500.0,440401932.0,500.0,96.47,0.0262766,12,1967
505,1968-01-31,-0.04187477,-0.04352305,-0.01245306,-0.01420726,439307565.0,500.0,458819114.0,497.0,92.24,-0.04384783,1,1968
506,1968-02-29,-0.02689974,-0.03197258,-0.03087745,-0.03507173,425370940.0,500.0,439420337.0,500.0,89.36,-0.0312229,2,1968
507,1968-03-29,0.009695531,0.008585203,0.00382546,0.001547015,429322070.0,500.0,425346701.0,499.0,90.2,0.009400179,3,1968
508,1968-04-30,0.08409225,0.08264236,0.1022523,0.1004487,464746222.0,500.0,429261697.0,500.0,97.59,0.08192904,4,1968
509,1968-05-31,0.01637425,0.01110432,0.0428759,0.03875116,470465040.0,500.0,465298418.0,500.0,98.68,0.01116918,5,1968
510,1968-06-28,0.009915728,0.008695147,0.02006875,0.01786772,474369191.0,500.0,470280820.0,500.0,99.58,0.009120389,6,1968
511,1968-07-30,-0.01744445,-0.01866379,-0.02616721,-0.02762788,465054666.0,500.0,473678580.0,498.0,97.74,-0.01847761,7,1968
512,1968-08-30,0.01641539,0.0112592,0.02588557,0.02176799,468973664.0,500.0,462970555.0,499.0,98.86,0.01145897,8,1968
513,1968-09-30,0.03935051,0.03821032,0.0549314,0.05287784,486880957.0,500.0,468930939.0,500.0,102.67,0.03853935,9,1968
514,1968-10-31,0.008586778,0.006750628,0.01322114,0.01157713,490167830.0,500.0,486880957.0,500.0,103.41,0.007207558,10,1968
515,1968-11-29,0.05357986,0.04865865,0.06807935,0.06431305,514088024.0,500.0,490242725.0,500.0,108.37,0.04796441,11,1968
516,1968-12-31,-0.04082637,-0.04214149,-0.02445974,-0.02665027,500207694.0,500.0,513541225.0,499.0,103.86,-0.04161668,12,1968
517,1969-01-31,-0.00754704,-0.008612324,-0.004498309,-0.005810399,497201143.0,500.0,501491726.0,499.0,103.01,-0.008184094,1,1969
518,1969-02-28,-0.04232084,-0.0473844,-0.0633984,-0.0669781,473970955.0,500.0,497546914.0,498.0,98.13,-0.04737404,2,1969
519,1969-03-28,0.03484655,0.0335985,0.02113704,0.01887754,490827770.0,500.0,474663421.0,500.0,101.51,0.0344441,3,1969
520,1969-04-30,0.02277108,0.02144949,0.01176497,0.01007191,500948556.0,500.0,490411773.0,497.0,103.69,0.02147572,4,1969
521,1969-05-29,0.00385395,-0.001862028,-0.005287406,-0.009087613,501849148.0,500.0,502582263.0,497.0,103.46,-0.00221815,5,1969
522,1969-06-30,-0.05435686,-0.05568618,-0.08249184,-0.08478492,473658686.0,500.0,501264029.0,497.0,97.71,-0.05557704,6,1969
523,1969-07-31,-0.05863154,-0.05991927,-0.06972625,-0.07137883,445370123.0,500.0,472727562.0,498.0,91.83,-0.06017808,7,1969
524,1969-08-29,0.04572831,0.04018021,0.04413615,0.03963873,463485687.0,500.0,445305272.0,499.0,95.51,0.04007405,8,1969
525,1969-09-30,-0.0239414,-0.02528507,-0.01831754,-0.02083795,451516734.0,500.0,463146467.0,497.0,93.12,-0.02502356,9,1969
526,1969-10-31,0.04689974,0.0446605,0.06411509,0.06180383,471971603.0,500.0,451516734.0,497.0,97.24,0.04424399,10,1969
527,1969-11-28,-0.02915244,-0.0344331,-0.04312104,-0.0471904,455787067.0,500.0,471971603.0,498.0,93.81,-0.03527355,11,1969
528,1969-12-31,-0.01692152,-0.01836505,-0.03993025,-0.04263968,452813432.0,500.0,455787067.0,498.0,92.06,-0.01865473,12,1969
529,1970-01-30,-0.07539774,-0.07680889,-0.05838817,-0.05992723,418033322.0,500.0,452813432.0,498.0,85.02,-0.07647187,1,1970
530,1970-02-27,0.05952076,0.05361467,0.06859237,0.0637797,440867101.0,500.0,418033322.0,498.0,89.5,0.05269348,2,1970
531,1970-03-31,0.00280639,0.001232103,0.003637161,0.0007256579,442009426.0,500.0,440926702.0,497.0,89.63,0.001452514,3,1970
532,1970-04-30,-0.08883131,-0.09003482,-0.1088005,-0.1104485,403393044.0,500.0,443704845.0,499.0,81.52,-0.0904831,4,1970
533,1970-05-29,-0.05468891,-0.06111157,-0.08231715,-0.08710684,378813252.0,500.0,403393044.0,499.0,76.55,-0.06096663,5,1970
534,1970-06-30,-0.04903229,-0.05090158,-0.05885437,-0.06224307,360516105.0,500.0,379696959.0,499.0,72.72,-0.05003266,6,1970
535,1970-07-31,0.07552323,0.07321904,0.08190329,0.07963903,386921446.0,500.0,360516105.0,499.0,78.05,0.07329483,7,1970
536,1970-08-31,0.04977846,0.04378206,0.06274161,0.05750732,403929033.0,500.0,386949693.0,499.0,81.52,0.04445868,8,1970
537,1970-09-30,0.03470244,0.03302091,0.06525034,0.06240459,417383490.0,500.0,403929033.0,499.0,84.21,0.03299804,9,1970
538,1970-10-30,-0.009031615,-0.01163891,-0.03216305,-0.0343999,412742767.0,500.0,417513165.0,499.0,83.25,-0.01140007,10,1970
539,1970-11-30,0.05438696,0.04883566,0.04693659,0.04216921,435983629.0,500.0,415702522.0,499.0,87.2,0.04744745,11,1970
540,1970-12-31,0.05868403,0.05735763,0.0845047,0.08191241,466060421.0,500.0,435628866.0,498.0,92.15,0.05676606,12,1970
541,1971-01-29,0.04282808,0.04150036,0.08393536,0.08249836,485661737.0,500.0,466060421.0,498.0,95.88,0.04047748,1,1971
542,1971-02-26,0.01331668,0.008151977,0.0211012,0.01732104,489509758.0,500.0,485491748.0,498.0,96.75,0.009073842,2,1971
543,1971-03-31,0.03906771,0.03762414,0.03988756,0.03738341,508149503.0,500.0,489706681.0,499.0,100.31,0.03679587,3,1971
544,1971-04-30,0.03696462,0.03578864,0.04137385,0.03994418,526321899.0,500.0,508149503.0,499.0,103.95,0.03628751,4,1971
545,1971-05-28,-0.03714954,-0.04213838,-0.04109535,-0.04464763,504256364.0,500.0,526321899.0,499.0,99.63,-0.04155844,5,1971
546,1971-06-30,0.002438827,0.001061388,-0.005647381,-0.008119493,504454384.0,500.0,504055184.0,499.0,99.7,0.0007025996,6,1971
547,1971-07-30,-0.04082671,-0.04190133,-0.04286595,-0.04426436,483177627.0,500.0,504308825.0,499.0,95.58,-0.04132397,7,1971
548,1971-08-31,0.0420359,0.03654927,0.05266752,0.04858746,501783719.0,500.0,483959048.0,499.0,99.03,0.03609542,8,1971
549,1971-09-30,-0.00503762,-0.006387332,-0.014162,-0.01626425,498676054.0,500.0,501783719.0,499.0,98.34,-0.006967586,9,1971
550,1971-10-29,-0.04012943,-0.04201473,-0.05498113,-0.05683726,477724289.0,500.0,498676054.0,499.0,94.23,-0.04179378,10,1971
551,1971-11-30,0.002898495,-0.002029243,-0.01727303,-0.02111442,476754849.0,500.0,477724289.0,499.0,93.99,-0.00254696,11,1971
